Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Collision
0,C,Medium-High,-1.4979479955281347,1,A,Medium-Low,1,B,Low,-0.8883367620787679,0,A,High,0
0,B,Medium,-0.6084330920416783,1,B,Medium,1,A,Low,0.9355674743108913,1,B,Low,1
0,C,Medium,-0.1235122746258915,0,C,Medium-High,1,A,High,0.45528409432065897,1,B,Medium,1
1,C,Medium-Low,1.013727849842518,1,C,Medium-Low,1,C,Medium-Low,0.6387520744684441,1,B,High,1
0,B,Medium,0.25417061928209134,0,B,Medium,1,B,Low,0.8199754045234606,0,B,Medium,1
1,A,Low,-0.3678833951036882,0,B,Low,1,A,Low,-0.5465049729920083,0,A,Medium-Low,0
1,B,Medium,1.5251689869475205,0,B,Low,0,B,Medium,-2.021534133850242,1,C,Low,0
0,A,Medium-High,1.490640698260002,1,A,Medium-Low,0,A,Medium-High,-1.2930926211546367,0,C,Medium-High,1
0,B,Medium-Low,0.921568534321871,0,C,Medium-High,0,C,Low,0.2995638341004468,1,A,High,1
1,A,Medium-Low,0.01854391035597277,0,B,High,1,C,Low,0.36972487917178976,0,A,Medium-Low,1
0,A,Medium,-0.5233479716163889,1,A,Medium,1,C,High,-0.1321369146686002,0,C,Low,0
1,C,Low,0.6803228453289465,1,A,Medium,0,A,Medium,-1.3891495581804292,1,B,Low,0
1,B,Medium,-0.38996516350655813,0,A,Medium-High,0,B,Low,-1.3151454415069808,0,A,Medium,0
1,C,Medium,0.9670790238845991,0,A,High,1,B,Medium,-1.661150504858438,0,A,Low,0
1,A,High,0.5300821048168382,0,B,Medium-High,1,B,Medium,1.4196722169110008,1,A,Low,1
0,C,Low,0.8867697151125318,0,A,High,0,B,Medium-Low,0.7549927645085712,1,B,Low,1
1,A,Medium-High,0.9636472334020587,1,C,Medium-Low,1,A,Low,-2.157214927966971,0,C,Medium,0
1,B,Medium-Low,-0.09129642675106467,0,C,Medium-Low,1,A,Low,0.0032582555606967658,0,C,High,0
0,C,Low,-1.107310509789108,1,B,Medium,1,B,High,-0.8938569689960076,1,A,Low,0
1,B,Medium-Low,-0.414530849685853,0,B,Medium-High,0,A,Medium-High,1.0311330854635241,1,B,High,1
0,A,Low,-0.6785057103855411,1,C,High,0,C,Low,0.6450203950145846,1,C,Medium-Low,0
1,C,High,0.8947428842824634,0,C,Medium-High,0,C,High,-0.35185349112609593,1,A,Medium-High,1
0,C,High,-0.21347893083708297,0,B,Medium,0,C,High,-0.2870473379264481,0,A,Low,0
1,C,Low,0.7406520934845044,0,B,Medium-High,0,C,High,0.7225138688340134,0,A,Medium,1
1,B,High,0.6058322099518288,0,B,Medium,0,C,High,-1.40254543494652,1,B,Low,0
1,C,Medium-High,-0.5318049471523478,1,B,Low,0,C,Medium-High,0.29777464499160555,0,C,High,0
0,B,Medium-High,-0.44220621858116854,1,A,Medium-Low,0,C,Medium-Low,-1.0264296938293567,0,A,High,0
0,A,Medium-High,-1.8698386787178496,0,A,Medium,0,C,Medium,0.09979297825633852,0,C,Low,0
0,A,Low,-0.22409758755578213,0,C,Medium,1,C,Medium-Low,0.09280870920608145,0,C,Low,0
0,C,Medium,-1.0758603730705598,1,C,Medium,1,A,Medium-High,-0.32832769978958537,0,C,Medium,0
0,A,Medium-Low,-0.7136506300825934,0,B,Medium,1,C,High,0.526334774936401,1,C,Low,0
0,C,Medium-Low,0.850588263020398,1,A,Medium-High,1,A,Medium-High,-1.391712256639122,0,C,Medium-Low,0
1,C,High,1.3285706748960522,0,C,Medium-Low,1,A,Medium-Low,-0.30182803044341494,0,A,High,1
1,A,Medium-High,0.799749422761328,1,B,Medium-High,1,A,Medium,0.1826679660993431,0,B,High,1
1,C,Medium,0.35471452791155883,0,B,Medium-Low,0,C,Medium-High,0.9703100206386069,0,B,Medium-Low,1
0,C,Medium-High,-0.13457032867542043,1,A,Medium,1,C,Medium-High,-1.9799151313195162,1,A,High,0
1,A,High,0.5248499585422924,1,B,Medium-Low,1,A,Medium-High,-1.8885208865328844,1,B,Medium,0
0,C,High,1.695104844914827,1,A,Medium-Low,1,B,Medium-Low,0.5959106625676048,1,A,Medium-Low,1
1,C,Medium-High,0.9897530585438128,0,C,Medium-High,1,B,Low,0.5891315077886897,0,A,Medium,1
1,A,Medium-High,1.350749859746325,1,C,High,1,A,Medium-High,0.9179192474333736,1,B,High,1
1,C,High,1.586457902606335,0,A,Medium-High,1,A,Low,1.0745421670682844,1,C,High,1
1,A,Medium,-0.5832646161052649,0,A,Medium-High,1,A,Low,0.5288713724994519,0,C,Medium,0
0,B,Low,-0.9732179507983924,0,A,High,1,A,High,0.2774351761068548,1,C,High,0
0,B,Low,-1.6797779400818498,0,A,Medium-Low,0,C,Medium,0.5338048853104007,0,B,High,0
0,B,High,-0.4867084587942279,0,C,High,1,C,Low,1.68110683951646,0,C,Medium-High,1
0,A,Medium-High,1.3226717981400122,1,C,Medium-High,0,C,Low,1.3558979022588828,0,B,Low,1
0,A,Low,-1.0834812272132666,1,C,High,0,A,Medium,-0.8739582603957003,0,C,Medium-Low,0
1,A,Medium-Low,-0.2825522706082695,1,A,Medium,1,A,Medium-Low,-2.9644796248152865,1,B,Medium-Low,0
0,C,Low,-0.1453237450740634,1,B,High,1,A,Medium-Low,-0.732159662683779,0,A,Low,0
1,A,Medium,0.9477221814252897,1,C,Medium-High,1,B,Medium-Low,0.6210770217526661,1,C,Medium-Low,1
1,B,High,-0.42289600057196525,1,B,Medium,0,B,Medium-Low,1.0272853829066129,0,B,High,1
1,A,High,0.6086048012692354,0,A,Low,0,A,Medium-High,0.4477978192163989,1,A,Medium-High,1
0,A,Medium,-0.5187230618026717,0,C,Low,0,C,High,0.9505402552567608,1,A,High,1
1,A,High,-0.7745360910321437,1,B,Medium-High,1,B,Low,0.4609319476569091,1,A,Low,0
1,A,Medium-High,0.25478661321645707,0,A,Medium-High,1,C,High,-0.6112273857800025,0,B,High,0
1,C,Medium-Low,0.1720124950379016,1,B,High,0,B,Medium,-1.1125262782648682,1,A,Medium,0
1,A,Medium-Low,-0.24267467972414902,0,B,High,1,A,Low,0.8953765493560256,0,A,Low,1
0,A,High,2.4376059055081942,1,B,High,0,A,Medium-High,-0.8843095833744657,0,B,Medium-Low,1
1,A,Medium-High,1.3136117762934607,1,B,Low,1,C,Medium-High,-0.3488014742460898,1,A,Medium-High,1
1,B,Medium-Low,-1.393808083655733,1,C,Low,1,B,Medium-Low,0.9934659050244923,0,C,High,0
1,B,Low,-2.248906042927943,0,C,High,1,B,Medium-Low,0.48873285335328875,0,A,Medium-Low,0
0,C,Medium,-0.49272496975672325,0,A,Medium-Low,0,B,Medium,1.7135842248714712,0,A,Medium,1
0,C,Low,-0.8704267084466912,1,B,Low,0,C,Medium,-0.23713109374004362,0,C,Medium-Low,0
0,A,High,-0.3007960972664006,0,C,Medium-High,1,A,Low,0.26530448866253453,0,C,Low,0
1,B,Medium,-2.53648534404041,1,B,Medium-Low,0,B,Medium-High,-1.8041190498690314,0,B,High,0
0,B,Medium-Low,-0.0042050609431680975,1,A,Medium-Low,1,A,Medium,-0.10916896023229616,1,C,Medium,0
1,A,High,-1.027171669601841,0,C,Low,0,B,Medium,0.6020611308340681,0,C,Medium-Low,0
0,B,High,0.06174197736010784,1,C,Low,1,B,Medium-High,0.9193759682167529,0,C,Low,1
1,C,Medium-High,-0.6772086018625318,0,C,Low,0,B,Medium-High,1.9725159853532392,1,C,Medium-Low,1
0,C,Medium-Low,-0.33490790930657754,1,A,Medium-High,1,A,Medium,0.32590065566001825,1,A,Medium,0
1,C,Medium-Low,0.5718019167367256,0,C,Medium-High,0,B,Medium,0.42102954226561845,0,C,Medium-High,1
1,B,High,1.1035571794384822,0,C,Low,0,A,Medium,-1.601652652420801,0,A,Medium-High,0
0,B,High,-1.76683984965344,0,C,Medium-High,1,A,Medium-Low,-0.5194361464792524,0,B,Medium-High,0
0,B,Medium,0.027381521715121003,1,B,Low,0,B,High,-0.5133149657465816,1,A,Medium,0
1,A,Low,-1.7543636305044705,1,A,Medium,1,C,Medium,0.07962209207014027,0,B,Low,0
1,C,High,-0.09246101199163384,0,C,Medium,1,B,Low,0.6040300382537701,1,C,High,1
1,B,Low,0.7205194362014765,1,B,High,1,B,Medium-Low,-0.14839589578908882,0,C,High,1
1,C,Low,0.5114805449203155,1,A,Low,0,B,Low,-1.5460413758815963,0,C,Medium-Low,0
1,C,High,0.30508498216419483,1,C,Low,0,C,Medium,0.6388921023901256,0,A,Medium-Low,1
0,A,Low,-0.39772322866870974,0,A,Low,1,A,Medium,-0.5950203232580492,0,B,Medium,0
0,A,Medium-Low,1.167465869200808,0,B,Medium-High,1,A,High,0.11979528431808877,0,C,Medium,1
1,A,Low,-1.6383922324668834,0,B,Medium-Low,1,B,Low,0.8634299842058877,1,C,Medium,0
1,C,High,-0.8622159499678302,0,A,Medium-Low,0,C,Medium,-1.5048716146176797,1,A,Medium-Low,0
0,C,High,-1.0976981937760246,1,C,Medium,0,A,High,-0.37473747006994473,1,B,Medium,0
0,B,Low,0.017117286155729276,1,A,High,0,A,Low,-1.3568486220824905,0,B,Medium,0
0,A,Low,0.3426596758470293,1,B,High,0,B,High,-0.4644587898121531,1,C,Medium-High,0
1,A,High,-0.7173205125237158,1,C,Medium,1,A,Medium-Low,1.207693712562205,1,A,Medium-Low,1
1,C,Medium-High,0.42850268087338483,0,C,Low,1,B,Medium-Low,-1.1526295827549484,1,A,Medium-Low,0
0,A,Medium,2.2565915384111954,1,B,Medium,1,C,High,1.3116157866278946,0,B,Low,1
1,A,Medium,-2.5201665064859657,0,B,Low,1,C,Medium,-0.14278989829147132,1,A,Medium-High,0
0,B,Low,0.778390964344945,1,B,Low,1,B,High,-0.8214607153867909,0,C,Medium-Low,0
1,C,Medium,1.3994372142098133,0,A,Low,0,C,Medium-High,-0.5429357581511015,1,C,Medium,1
1,A,Medium-High,0.2690819471779687,0,B,High,1,A,Medium-High,0.08507586659445059,0,C,High,1
0,A,High,0.0769721650080473,0,A,Medium,0,A,Low,0.17229027478922243,0,B,Low,1
1,B,High,0.06136311356782235,0,B,High,0,B,High,0.28232173629857854,1,A,Medium-Low,1
1,C,Medium-High,-2.0283364995594684,0,B,High,0,C,Medium-High,-0.9708233004700544,1,A,Low,0
0,C,High,-2.1401555302592543,1,B,Medium-Low,0,A,Medium-Low,0.5836528745703817,0,B,Medium-High,0
0,B,Medium,-0.08447870884269816,0,B,Medium-High,1,A,High,0.5270171294972602,1,A,Low,1
0,B,High,-1.040677680771559,0,B,High,0,C,Medium-High,-0.015534516168762608,0,A,Medium,0
1,B,Medium-High,-0.7435333333197891,1,A,Medium-Low,0,B,Low,0.40986855275591905,1,A,Medium,0
0,C,Medium-High,-1.2161314429142163,1,B,Medium,1,B,Low,-0.3544612576357981,1,A,Medium-Low,0
0,B,Low,-0.2881275143656382,1,B,Low,1,C,Low,-0.09341297034134671,1,A,Medium-Low,0
0,C,High,-1.1047653214733324,0,B,Low,0,B,Medium-Low,-1.2791901093188933,0,C,Medium-High,0
1,C,Medium-High,-0.5683064036431985,0,A,Medium-Low,1,A,Medium-High,0.49429425986252695,1,B,High,0
1,B,Medium-High,0.31160202134575177,0,B,Medium-High,1,A,High,-1.7165835179525102,0,C,Medium-Low,0
1,C,Low,0.07004999178682103,0,B,High,0,B,Medium-High,-1.275420191179313,0,B,Medium-Low,0
0,A,Medium-High,0.23844240257063964,1,B,Medium-High,1,B,Medium-High,-0.5606525458942242,1,A,Medium-High,0
0,C,Medium-Low,0.1109073062150873,1,B,Medium-Low,1,A,Medium-High,1.030825107513202,1,A,High,1
1,A,Medium-Low,0.6583494689028232,0,C,Low,0,B,High,-1.6042247471324593,0,B,High,0
1,C,High,1.3421417163565579,0,A,Low,0,A,High,-0.8701518178958096,0,C,Medium,1
0,B,Medium-High,-1.3238503787150746,1,B,Medium-High,1,A,High,-0.0819842690876983,0,A,Medium,0
0,B,High,0.8992151266861024,1,C,High,0,C,Medium,1.1684977446272011,0,B,Medium-High,1
0,A,Low,-2.0495406731193397,0,B,Low,1,A,Medium-High,-0.5837146835462146,1,A,Medium-High,0
0,C,High,-1.1080603198662837,1,B,Medium,0,C,Medium-Low,0.3163348767953894,1,A,Medium-Low,0
1,A,Medium-High,0.21428947236461462,0,C,Low,1,C,Medium-Low,-0.011960065898550606,0,B,High,1
1,C,Medium-Low,-0.7806997461729732,1,B,Medium,1,C,Medium-High,-0.43015485216374344,1,C,Medium-High,0
0,B,Low,-0.2785966069920705,1,A,High,1,A,Medium,-0.1679966107738994,0,B,High,0
1,C,Low,-0.24723403178388262,0,A,Low,0,B,Medium,0.6150180044183744,0,B,Medium,1
0,A,Medium-Low,-0.2631571134697192,1,C,Low,1,B,High,1.10997103821425,0,B,Low,1
1,A,High,0.5245197990615419,1,B,Medium-Low,0,B,High,0.06316152906335584,0,B,Medium-Low,1
0,B,Low,-0.27828947911698054,0,C,High,0,C,Medium,-0.9293192912459419,1,B,Medium-Low,0
1,A,Low,-1.5778247799116143,0,C,Medium-Low,0,B,Low,0.2432379086914807,1,C,Low,0
0,B,Medium-High,-0.48360839160425023,0,A,Medium-High,1,C,Low,-0.4541390826911225,0,C,Low,0
1,B,High,-1.0888120537800752,1,A,Low,1,A,Low,1.0221026240080169,1,B,Medium-High,0
0,C,Medium-Low,-0.26421985179882024,0,A,High,0,A,Medium-Low,1.0117250775411055,0,A,Low,1
0,B,Low,1.3369246199086162,1,C,Low,1,B,High,-0.29070189579615013,1,A,Low,1
1,A,Medium-Low,-0.8354583716181793,1,A,Medium-High,1,B,Medium-Low,2.3013444141021697,0,A,High,1
1,C,Low,1.2533037819700947,1,B,Medium-Low,0,A,Low,0.28482351317703597,1,A,Medium,1
1,B,Medium,-0.0776726663404532,0,C,High,0,A,Medium,-0.4473379487129724,1,C,High,0
1,A,High,0.3718849358523033,0,B,Medium,1,B,High,-0.4595190305757462,0,B,Medium-Low,0
1,B,High,-0.401637076220605,0,C,Medium-Low,1,A,Low,0.8899213261519315,1,C,Medium-Low,1
1,B,High,2.1315266503591865,1,A,Medium-Low,1,B,High,1.3906403507378697,0,A,Medium,1
1,C,High,-1.2854739818283119,0,A,Medium,0,B,Medium-Low,1.2446138995317257,1,B,High,0
0,C,Medium,-0.23883066690806878,1,C,Medium-High,0,A,Low,3.3388818777951816,1,C,Low,1
1,C,High,0.4547029352337886,1,A,Medium,1,C,Medium-Low,1.5036064228761394,0,A,Medium,1
1,B,Medium-High,-0.11037912840278385,1,B,Medium-High,0,A,Medium-High,1.022448430544659,1,C,Low,1
0,C,Medium,-0.7364903108992785,0,C,Medium,0,B,Medium-Low,-0.22449469133622205,0,B,Medium-High,0
0,A,High,-0.7064457961559767,1,A,Medium,1,A,High,0.3891783657490744,0,A,Medium,0
0,A,Medium-Low,-0.6961260953095428,1,C,Low,1,B,Medium-High,2.0099887919489072,1,B,Low,1
0,A,Low,0.4104859069551258,1,B,Medium-High,0,A,High,-0.08554992828068167,1,B,Medium-Low,1
1,A,Medium-Low,-1.0653315932516818,0,C,Medium-Low,1,C,Low,-1.6160610616563587,0,C,Low,0
1,C,Medium-Low,0.5302187479945849,1,B,Medium-High,1,B,Low,1.0598794514901315,1,A,High,1
0,C,Medium-Low,-0.7595777754859807,0,B,Medium-High,1,A,Medium,-0.24809591615923918,0,C,Low,0
1,B,Low,0.12345782709665377,0,C,High,0,B,Medium-Low,0.5360510568222839,1,C,Low,1
1,A,Low,-0.41923022400189325,1,C,Low,1,B,High,1.197020495991293,1,C,Medium-High,1
1,B,Medium,-0.9701175557937917,1,C,High,1,B,Medium,-1.4976342541028413,1,C,High,0
0,B,Low,-1.184389778534586,1,B,Medium,1,C,High,0.03007099820823985,1,B,Medium-High,0
1,C,Medium-Low,-0.13779974755280755,0,A,Medium-High,0,C,Medium,1.142547642825165,0,A,Medium-Low,1
0,C,Medium-Low,2.0479634154330353,0,C,Medium-Low,1,A,Low,-2.313796836600144,0,C,Low,0
1,C,Medium-High,0.2445702717003964,0,C,Medium-Low,1,A,Medium-High,-1.437896486585201,0,C,Low,0
0,B,Medium,0.9289305825906867,1,C,Low,0,B,High,-0.19262948078631334,1,A,Medium-High,1
0,C,Medium,-1.6714395351152347,0,A,Medium,1,B,Medium,-0.4033172966330182,1,A,Low,0
0,A,Medium,1.6184847504944713,0,C,Medium-Low,1,C,Medium-Low,-0.3032407154634421,0,A,Low,1
1,B,Medium,0.2042903995696818,0,B,High,0,B,Medium,0.6064092496502784,0,A,Medium-High,1
0,C,Low,0.44628115814998687,1,A,Medium,0,A,Medium,0.21217540903785553,1,A,Medium,1
0,B,Medium-High,-1.037228455274016,1,B,High,0,C,Medium-High,0.29227947977955354,0,C,Low,0
0,A,Low,-1.279964406690589,0,C,High,0,C,Low,0.8635249579112123,0,C,Medium-High,0
0,C,High,0.14387730014478298,0,B,Low,1,B,Medium-High,0.3880566453634141,1,C,Low,1
0,A,Medium-High,0.9557151124460214,0,C,Medium-High,1,B,Medium-High,1.3391442869971129,1,A,Low,1
1,C,Medium-High,-1.0372845198370457,0,B,Medium-Low,0,C,Low,0.4007463327348321,1,A,Medium,0
1,C,Medium-Low,-0.7953836065355812,1,B,Medium-High,1,B,High,-0.7436837239261759,1,C,Medium-High,0
1,C,Medium,-1.1092970867362335,1,A,Medium-High,1,B,Low,-0.804864092017136,1,B,Medium-Low,0
1,C,High,0.9392725795837596,1,B,Medium-High,0,C,Medium-Low,-0.4721163676531866,0,B,Medium,1
1,C,Medium-High,2.336295053579578,1,A,High,0,B,Medium-Low,0.08086645546074486,0,A,High,1
1,A,Low,0.23890969158537603,0,A,High,0,C,Medium-High,1.1156734195565254,1,C,Medium,1
1,A,Medium,-1.2053905504964784,1,A,Medium-High,0,C,Low,-0.27061490535000415,1,C,High,0
1,B,Medium-High,-0.3207004345302331,0,A,Medium,0,A,Medium-High,0.6232263376113178,0,A,Medium-High,1
1,B,Medium-Low,-2.3914596259517706,0,A,Medium,0,A,Low,-0.6824846399255715,1,B,Medium,0
1,A,Medium,0.24297154982438177,0,C,High,0,B,Low,-0.8669959761794156,1,C,High,0
0,A,Medium,0.5713708321540154,1,C,Medium-High,0,C,Low,-0.6999994226081735,1,C,Low,0
0,A,Medium-Low,-0.16767786268218682,1,C,Medium-Low,1,C,Medium,0.3796423147691021,1,B,High,1
0,A,Medium-Low,-0.7777523764424324,1,A,Low,0,A,Medium-High,0.804276513132824,0,C,Medium-Low,0
0,B,Low,1.2963623190979694,0,A,Medium-Low,0,C,Low,-1.0719156066518394,0,B,High,1
1,A,Medium-Low,-0.34079762678386744,1,B,High,1,B,Low,0.3373593277168827,1,A,Low,0
1,B,High,-0.3212845268026754,0,C,Medium-Low,0,C,High,2.029808985762641,0,B,Medium,1
1,C,Low,-0.7133995649142936,0,A,Medium-High,0,C,High,-0.5420536942633027,0,A,Medium-High,0
1,C,Medium,1.5721596379384857,0,B,Medium-Low,0,A,Medium-Low,-0.016107742273608495,0,C,Medium-Low,1
1,A,Medium-Low,0.42566932853069955,1,C,Medium-Low,1,C,Medium-Low,-0.6072804235491517,1,C,Medium-High,0
0,A,High,0.32662627078095113,1,B,Low,0,A,Medium-High,1.8186834374852776,1,A,Medium,1
1,B,Medium,-1.2799427550314026,1,C,High,0,C,High,-1.8470359343180554,1,A,High,0
1,B,Medium-Low,1.6373692984740804,1,A,Low,0,B,Medium,-0.04710187579169494,1,C,Medium-Low,1
0,C,Low,-0.5584949316694973,1,C,Medium-Low,1,C,Low,1.4595155721825577,1,A,High,1
0,C,Medium,-0.0011213008146788693,1,B,High,1,A,Medium,-1.8009394639932892,0,A,Medium-Low,0
1,B,Medium-Low,1.3074293159352786,0,B,Medium-High,0,C,Medium-Low,1.5483232949278245,0,B,High,1
0,C,Medium,-1.2521044955958942,1,C,Low,1,C,Medium,0.016985253154828638,1,A,Medium-High,0
1,C,Medium,-1.3194053831790693,1,A,Low,0,C,Low,-0.11334751554980237,0,B,High,0
0,B,Medium-High,0.72799949387252,1,C,Medium-Low,0,C,Medium,1.1402504657571804,1,B,High,1
1,A,Medium-High,0.5784483092400309,1,C,Medium,0,C,High,-1.0943457095266562,0,B,High,0
0,A,Low,-1.5909522968278038,1,B,Medium-High,1,C,Low,1.5947591134725416,1,A,Medium-Low,0
1,B,Medium-Low,-0.08980886406468513,1,B,Medium-Low,0,B,High,-0.8183962163295779,0,C,Medium-Low,0
0,B,Medium-Low,2.006573914078032,0,B,Medium-High,0,C,Medium,-3.0258584594421647,0,B,Medium,0
1,B,Low,-0.7304574034886694,0,A,Medium-High,0,B,Medium,-0.30654956293259383,1,B,Medium-Low,0
1,B,High,-0.3843276433898706,1,C,High,0,B,Low,-1.5269452624596969,0,B,Low,0
0,B,High,-0.7797337173451526,1,B,Low,0,B,Medium-High,-0.9197629200525372,0,C,High,0
0,A,Low,-0.6258732082321367,1,A,Medium,1,A,Medium-High,-0.643375989948553,1,A,Medium,0
1,B,Medium-High,-0.2594796070190262,1,C,Medium-High,0,A,Medium-Low,-0.8435410400264642,1,A,Low,0
0,A,Medium-Low,-0.07437496539085135,0,A,Medium-Low,0,C,Medium-High,0.06636195775164476,0,B,Medium,0
0,A,Low,1.1973114672450813,1,B,Medium-Low,1,C,Medium,0.662009424580858,0,A,High,1
1,B,High,-2.9828043075058646,1,C,High,1,B,High,-0.05334390468972689,1,B,Medium-High,0
0,C,Medium,-0.02820363948110085,1,A,High,0,A,High,0.24848514466004562,0,C,Medium-Low,1
0,C,Low,0.6743576610631257,0,C,High,0,B,Low,-0.7402451092659351,1,C,Low,0
1,A,Medium-High,1.457954174019779,0,C,Medium,1,B,Medium,0.4205072576698864,0,C,High,1
0,A,Medium-Low,0.10763097964378181,0,C,Medium-High,1,A,Low,-1.2543239894555747,1,A,Medium,0
0,C,Medium-High,-0.9735153490615959,0,B,Low,0,B,Medium-High,-1.3396761424305514,0,B,Medium-Low,0
1,C,Medium-Low,-1.4249069188027736,1,C,Medium-High,1,C,Low,0.40536403240790414,0,A,Medium-Low,0
1,C,Medium-High,0.28059970346002333,0,A,Medium-High,0,B,Medium-Low,0.9691422448124879,0,B,Low,1
1,B,Medium,2.5140281586207203,1,B,Medium,0,C,Medium-Low,-2.04414663030994,1,A,Low,1
1,B,Medium,-1.4298920506141064,0,C,Medium-Low,1,B,Medium-Low,0.9099284404382433,0,C,High,0
0,C,High,-0.8192638322531981,0,C,Low,1,C,Medium,1.4252462792686689,1,B,Medium-High,1
1,B,Low,1.2866989519743126,0,A,High,1,C,High,1.732767699155784,0,B,High,1
0,C,Medium-High,0.7256047689476471,0,A,High,1,C,Medium-High,-0.04119995336750469,1,A,High,1
0,B,High,-0.5260418546672676,1,C,Low,0,B,High,0.214670620252099,0,C,Medium-Low,0
1,A,Medium,1.1404266192143877,1,C,Medium,1,A,Medium-Low,-1.0416596621333933,1,A,Medium-Low,1
1,B,Low,0.7164972912651849,1,B,Low,1,A,Medium-High,-1.1004186804071827,1,C,Medium-High,0
0,A,High,-0.1284451341278665,1,C,Medium-Low,1,A,Low,-1.194915759996077,1,B,Medium,0
0,B,Medium,-0.3054748825796031,0,B,Low,1,A,Medium-High,0.2128337144677461,0,A,High,0
1,C,High,-0.9062030261456094,1,C,Medium-Low,0,A,Low,-0.6730848349506617,1,B,Low,0
0,B,Low,0.3200791043791294,1,B,Medium-High,0,C,Medium-Low,-0.16560234397581822,1,C,Low,1
1,B,Medium,-0.3593008488994904,0,B,Medium-Low,0,C,High,0.5633566388413551,0,B,High,1
0,A,High,1.88030626214819,0,A,Medium-High,1,A,High,-0.3010078392137573,0,C,High,1
1,C,High,1.1888110099505107,0,C,Medium,1,C,Medium,-0.5030425203353822,1,B,Medium-Low,1
1,A,Low,-1.8058734244665384,1,C,Low,0,C,Medium,0.9066128023469051,1,C,High,0
1,B,Medium-High,0.34929543018125625,0,A,High,1,B,Medium-High,0.017431577177872037,0,C,Low,1
1,A,High,0.7387576620895087,1,B,Medium,0,B,Medium,0.3566956221956663,0,C,Low,1
1,C,Medium-Low,1.149454426935981,1,B,High,1,B,Medium,1.1069843004541542,0,B,High,1
0,B,Low,-0.8391274573836439,1,A,Medium-Low,0,C,Medium,1.2887776125994297,1,C,Medium-High,1
1,A,Low,-1.1125708220085202,1,C,Medium,1,C,Medium,1.1149261332437324,1,B,High,0
1,C,Medium-Low,0.9492555593666367,1,B,Medium-Low,1,A,High,-2.7203415368366026,1,A,Medium,0
0,C,Medium,0.3340461200078305,0,C,Medium,1,B,High,2.61930204399055,0,B,Low,1
1,A,Medium-High,-1.5241335830301892,0,B,Medium-Low,1,B,High,0.3502202932435016,0,B,Medium-High,0
1,C,Medium-Low,0.8886273882764708,1,C,High,0,B,Low,-1.4953223257574142,1,A,Medium-High,0
1,C,Low,1.2540968638734051,1,A,Medium-Low,0,A,Low,1.0297982941429105,1,C,Medium-Low,1
0,A,Low,0.16483887119236793,1,A,Low,1,B,Low,-0.17208858146001482,0,B,High,0
1,C,High,-0.9389309291950156,1,C,Medium-Low,1,B,Medium,-0.42549044048037965,1,A,High,0
1,C,Medium,-0.11183275252190719,0,A,Medium,1,C,High,0.8381692732790152,0,C,Medium,1
0,B,Low,-0.9191173686673907,0,C,High,1,A,Low,1.0813567744743888,0,B,Medium,1
1,B,Medium-High,0.2135245041552779,1,C,Low,0,C,High,1.2305838579781938,1,C,Medium-High,1
0,C,High,-0.9760227151194436,0,A,Low,0,B,Medium,-0.8326067614215242,1,C,Medium-Low,0
1,B,Medium-High,-0.3987872095343178,0,B,Medium,1,B,Medium-High,-0.31736719709980094,0,A,Low,0
1,B,Medium,0.3486515902681111,0,C,Medium-High,0,C,Medium-Low,-0.17900494415756663,0,C,Medium,1
0,A,Medium,-0.2591850228665462,1,B,Medium,1,C,Medium-Low,1.0671758771473856,0,A,Medium-High,1
1,C,Medium,0.018549087732832183,1,A,High,1,A,Medium-High,0.4735336741152388,0,B,High,1
0,B,Medium-High,-0.42565876794077195,1,C,High,0,B,Medium-High,0.37453133982639186,0,B,High,0
1,B,Medium,2.6406569208442443,0,C,Medium,1,C,Medium,1.5437487888873405,0,C,Medium,1
1,B,Medium-Low,-0.803640086660131,1,A,Medium,0,C,Medium-Low,0.21064546381780316,1,C,Low,0
1,B,Medium-High,0.7441708761740886,1,A,Low,1,B,Medium-Low,-1.1913447788253428,0,B,Medium,0
1,A,Medium,1.1318881906762692,0,A,Medium-High,0,C,Low,0.3065264407836152,0,A,Medium-Low,1
0,B,Medium-High,0.06928673233242937,0,B,Medium,0,A,Medium-High,0.6942244115308671,1,B,Medium-High,1
1,C,Low,0.7635154772552009,1,B,High,0,A,Low,-0.9528254223428048,0,B,Medium-Low,0
1,A,Low,0.7944795630385445,0,B,Medium,1,A,Medium,-0.35982476841125477,1,C,Medium,1
0,B,Medium,-0.7300860056190704,1,C,High,0,B,High,-0.7256319539230961,1,A,Medium-Low,0
0,A,High,0.8092633759645419,0,C,Medium-High,0,A,Medium-Low,1.071578089698865,0,C,Medium-High,1
1,A,High,-0.03395342713662955,1,B,Low,1,A,Medium-High,-0.33242153695696597,1,C,High,0
1,C,Medium-Low,-0.5089011924018253,1,C,Low,1,A,Low,-1.2842625753861219,1,A,High,0
0,A,Low,0.32607485626319166,1,B,Medium-Low,0,B,Medium-Low,0.6000769882890765,1,C,High,1
0,C,Low,1.2701137919344125,0,A,Medium-High,0,A,High,1.3937166338472764,1,B,Medium,1
