Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj1_Feature12_numeric,Obj1_Feature13_binary,Obj1_Feature14_nominal,Obj1_Feature15_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Obj2_Feature12_numeric,Obj2_Feature13_binary,Obj2_Feature14_nominal,Obj2_Feature15_ordinal,Collision
1,B,Low,-0.32526776887706627,1,C,Medium-High,0.33652821629909335,0,A,Medium-High,0.21847771317913317,0,C,High,1,A,Medium-High,0.3071520323986301,1,B,Medium,-0.2576968901318709,1,C,Medium-Low,-1.8783391231029778,1,C,Low,0
1,A,Medium-High,-0.24347948053854204,1,B,Medium,-0.6690504246944292,1,A,Medium-High,0.12314021230085058,1,B,Medium,0,A,Low,1.3174908442591906,0,A,Medium-High,0.5053525099770594,1,A,Medium-High,1.6947043194584925,1,B,Medium-Low,1
0,A,Low,-1.2814566828596243,0,B,Low,0.5747261901745656,0,B,Medium-High,1.8765136376543903,1,C,Medium-High,1,C,Medium-Low,-0.05223338827962564,1,A,Medium,-1.0974011883094217,0,C,Medium-High,1.368301506249,1,C,Medium-High,1
0,B,High,-0.9183480814973614,1,A,High,0.5787494062561892,0,C,Medium-High,-1.6467918839818365,1,A,Medium,0,A,Medium-Low,0.5507692527718575,0,A,Low,-2.4554489636575085,0,A,Medium-High,0.9605753265778367,0,C,Low,0
0,C,Medium,-0.8449894141357763,0,A,High,0.3723851773862839,1,B,Medium-High,0.16840746305227008,0,A,Medium-Low,0,C,Medium-High,1.3968007291693298,0,A,High,1.095269005953418,0,B,Medium-High,0.18197004868509917,0,B,Medium-Low,1
0,C,Low,0.34007099138450164,1,A,Low,-0.24895098475074257,1,C,Medium,0.6767748477795361,1,B,Low,1,B,High,1.1705103090393443,0,B,Medium-Low,0.7452092360126864,1,C,Medium-Low,1.225041993550856,0,A,High,1
0,A,Medium-High,-0.36803407129057003,1,C,Medium,-0.21232054215684396,1,A,Medium,-0.9127188765999966,1,C,Medium,0,A,Medium-Low,0.6791362427939712,1,A,High,0.008721773391757328,0,A,Low,0.29323563754198906,0,B,Medium-High,0
0,A,High,-1.0619891676527624,0,A,Medium-Low,0.5217039725749858,1,A,Medium,-0.21862934863338868,0,C,Low,0,B,Medium-High,-1.1829451031438698,0,C,Low,-0.02112860591372698,0,C,Low,-0.6258151882416451,1,A,High,0
1,B,Medium-High,2.1569718266381814,0,B,Medium-High,0.44674956390709203,0,C,High,-0.04943796361908251,1,C,High,0,B,High,-0.521527370064432,1,A,High,1.1667194624351742,1,A,Medium-Low,-1.8038563144859234,0,A,Medium-High,1
1,B,High,-1.012119237923606,0,B,Low,-0.17641349604066048,0,C,Medium-Low,-1.5565284805790764,0,A,Medium-Low,1,B,High,-0.7364941536383494,0,C,High,0.005436655573362082,0,B,Medium,0.21002472851076218,0,A,High,0
1,C,Medium-High,0.3442108090019443,1,A,Low,-0.2693916702042339,0,B,Medium-High,-0.3448804014539417,0,C,Low,0,A,Medium-High,-1.5741843270660774,1,A,Medium-High,-0.6203532598601755,0,B,Medium-Low,0.3689929717117339,1,B,Medium-High,0
1,A,Medium-Low,0.4204112433984054,1,B,High,1.5715706497302484,1,B,High,-1.4929194336585023,1,C,Medium-High,1,A,Low,1.0042083357043647,1,B,Medium-Low,0.6934031499515951,0,A,High,1.7189768004877575,1,B,High,1
0,A,High,-0.29490970601955546,1,A,High,0.14522515567668032,1,A,High,1.10615460088888,0,A,Medium-Low,1,B,Medium-High,1.2048507972505182,0,A,Medium-High,0.4298019264376348,0,C,Medium,1.5475030857064709,1,C,Medium-High,1
0,A,Medium-Low,-0.34651592636958,1,A,Medium-Low,1.4854457071859506,1,A,High,-0.10722422616712629,0,A,Low,0,A,Medium-Low,-0.610041339954906,0,A,High,0.03268359157832246,0,B,High,0.501889215135748,0,B,Medium-Low,1
0,A,Medium-High,1.4331972810272602,0,B,Low,-1.3583514778113002,0,A,Low,-0.49730590577177897,1,B,Medium-Low,0,B,Medium-Low,0.4525521461711401,0,A,Low,1.426560370693978,1,C,Medium-Low,0.7410200054307365,1,C,Low,1
0,B,High,1.4951097641644353,1,A,High,-0.7811056815194708,1,C,High,1.3448491492482346,1,B,High,1,C,Medium,0.8499984441052684,0,A,Low,-0.2558706213418507,1,A,High,-0.7147927117429144,1,B,Low,1
0,B,Medium-Low,0.21657524774990733,1,A,Medium-Low,1.0099750433857528,1,B,Medium,-1.4217641276722632,1,C,Low,1,C,High,0.5523218178677255,1,C,Medium,0.5354332026174351,1,C,Medium-Low,0.8566068527414223,0,A,Medium-Low,1
1,A,Medium-Low,-0.23847737987117723,1,B,Medium-Low,1.0876617026501398,1,B,Medium,1.0143759420313039,1,A,High,0,A,High,-0.15632008006094128,1,B,High,0.8375864351684391,1,C,Low,-0.26003155425539143,0,A,Low,1
1,C,High,-0.33913145640798037,1,C,Medium-Low,-0.4007079963840946,1,C,Medium-High,-0.6693515815269875,0,C,Low,1,B,Medium-Low,0.2773496455821777,1,B,Medium-Low,-0.8139692194108148,1,A,Medium-High,1.4326591078916115,1,B,High,0
0,A,Medium-High,-0.6660761475160759,1,A,Medium,-1.114227072557062,1,B,Medium,-0.8972688088533431,1,A,Medium-Low,0,B,Medium-High,1.1445037695223115,0,B,Medium,-1.5648353574069436,0,C,Medium-Low,-1.396420283429162,0,A,Medium,0
1,C,Low,-0.45813593188945195,0,B,High,-0.7247321906879852,1,B,Low,0.6362584456781835,0,A,Medium,0,C,High,0.12041761581826287,0,B,Low,0.30106866745043703,1,A,Medium-Low,0.6930106804402585,1,B,Medium,1
0,A,Medium,-0.14824133108095588,1,C,High,0.23197912677706245,0,C,High,0.5167106994388346,1,B,Low,0,A,Medium-Low,1.2574013226723104,0,C,Medium-Low,0.24699434153889982,0,A,High,0.31705520664826153,1,A,Medium,1
0,B,High,-0.02812513586193315,1,C,Medium-Low,1.8595130961624091,0,C,Medium-High,-1.0885204505134358,1,C,Low,1,A,Medium-Low,0.8789377118481743,1,A,Medium-High,-0.12605456846871424,1,C,Medium,-1.294899130399908,1,B,Medium,1
1,A,Medium-High,0.6038346433745231,0,B,Medium-High,-0.5077705097387756,1,A,Medium-Low,-1.0213894819350149,1,A,Medium-High,0,A,High,0.825065822075738,1,B,High,0.813574979977448,1,B,Low,-0.7667327857214956,0,A,High,0
1,A,Medium-High,-1.2716790306563623,1,B,Medium-High,0.019012403707200976,0,C,High,0.7032348112577613,1,A,Low,0,C,Medium-High,0.6770838229557268,1,C,Medium,-0.3911354352246308,0,C,Low,-0.4697270656601872,0,B,Medium-Low,0
1,A,Medium,-0.781804982804616,1,A,High,-0.8009315185794263,0,C,Medium,-1.5356809005552816,1,C,High,1,A,Medium-Low,1.3109571515973029,1,A,Medium-High,0.5296628118256214,0,B,Low,0.6180433631243777,0,B,Medium-High,0
0,A,High,0.03953053507936793,0,A,Medium,-1.1553893321163875,0,A,Low,0.17848676373285252,1,A,High,0,A,Medium-Low,1.8773039416934338,1,B,Medium-Low,-1.205151977250795,0,C,High,0.14711320493685012,1,C,Low,0
0,B,Low,0.7836964995141924,1,A,Medium,-0.3029214680412473,0,B,Medium,-0.2633356226270215,1,B,Medium-Low,0,C,Medium-High,0.24887892616260257,0,A,High,1.4975441314910793,0,B,High,1.452254682888736,0,B,High,1
1,C,Medium-Low,-0.708606007757812,1,A,Medium,1.2203781905960351,0,C,Medium-High,0.8519433935288087,0,B,Medium,0,C,Medium-Low,-0.24458788584818494,1,B,Low,-0.48348053416180686,0,B,Medium-High,-0.8608498789749968,0,A,Low,0
1,C,High,0.49221597059591693,0,A,Low,0.842288173613419,1,B,Low,0.4840241878234964,0,B,Medium-Low,0,B,Medium-Low,0.9855096010884905,1,B,Medium,-0.263864252809441,0,C,Medium,0.0686675253601647,0,C,Medium-High,1
1,B,Low,-0.34113574357384174,1,B,Medium-High,1.3326663686481426,0,A,Medium-High,-1.1647119745785794,1,C,Medium-High,0,B,Medium-Low,0.3086023240268921,0,A,Medium-High,-0.2939529745249838,0,A,Low,-0.007583454621104266,1,A,High,0
0,B,Medium-Low,0.6589171491206144,0,A,Low,-0.2115356815382816,1,A,Medium-Low,0.0652251306764489,1,C,Medium,0,B,Medium-Low,0.03462151910118957,1,A,Medium-High,1.0089998515060004,0,A,High,-0.39344955400792075,1,A,Medium,1
0,B,Medium-High,1.0081812559411747,0,A,Medium-Low,-0.1474214476781474,0,B,Low,-1.1111856610099062,1,B,High,1,A,Low,-0.7831381790024105,1,C,Medium-Low,0.40429049904906245,1,B,Medium-Low,1.3387185089409321,0,A,Medium-High,1
0,A,High,-0.9839052943930976,0,C,Low,-1.5448959495349954,1,C,Medium,-1.6197539478498688,0,C,Medium-Low,0,A,Medium-High,0.21586014389128222,1,C,High,-0.23255139070548952,1,A,Medium-High,-0.1288456591284312,0,A,Low,0
1,B,Low,-0.9913828703467439,1,C,Medium-High,0.07124291799378357,1,A,Medium,0.8028904637958936,1,A,Medium-High,1,B,Medium-High,-0.022481920828374313,0,B,Low,0.6329120434568531,0,B,Low,2.3916675361305675,1,B,High,1
0,B,Low,0.7012712898849759,0,B,Medium-Low,0.4338370121914307,1,B,High,0.08660327799904591,1,A,Medium,1,A,Medium-High,1.3362244709769011,1,C,Medium-Low,-0.7125345278597438,0,A,Medium-Low,-0.4060423438239685,0,A,High,1
1,C,Medium,1.0676488632762062,0,A,Medium-Low,1.452650235298915,1,B,Medium-Low,1.913137447741766,1,B,Medium-High,1,C,Medium,0.47229606150191134,0,B,Low,0.7462608868524435,1,C,Medium-Low,-0.4928945486905839,0,A,Medium-Low,1
1,C,Medium-High,-0.4389974486666055,0,C,Medium-High,1.3141985101046756,0,C,Medium-High,0.26588614919397824,1,B,Medium-High,1,B,Medium,-0.7898655437670488,1,A,Medium-High,-1.6526010410586325,1,A,Medium-High,1.3797069931099204,1,A,Medium-High,1
0,A,Medium-High,-1.2013365246408791,1,B,Low,-0.4272382160904897,1,C,Medium-High,-0.24091353284014036,0,C,Medium-Low,0,B,Medium-Low,-0.12519540828217426,1,B,Medium-High,1.7774022767223754,0,B,High,0.0005603504749289959,1,A,Medium,0
0,A,Low,1.8960757721098525,1,C,High,-0.5116514341033983,1,B,Medium,-0.6538815780379195,0,A,Medium-Low,1,A,Medium,0.7401206120226961,0,C,Medium-High,0.061586067553298283,0,C,Medium,-0.571080666145165,1,A,Medium-High,1
0,B,Medium-High,-1.5642825091430987,1,A,High,-0.9852034067248306,1,A,Medium-High,-0.7529036526213083,1,A,Medium,1,C,Medium-Low,-0.9304144136966203,0,C,High,0.3260366751948935,0,C,Medium,0.41123444645658624,0,C,Medium-Low,0
0,C,High,0.7366290756108246,1,A,Medium-Low,-0.8799772300651713,1,C,Low,-1.1011757642584619,0,C,Medium-High,1,A,Medium-High,-1.0035296444186486,1,A,Medium,-0.551917554183323,0,A,High,0.9813782674512047,1,B,Medium-High,0
0,B,Medium,-1.183676832382599,1,A,Medium-High,0.6049470105212151,1,A,Low,0.061351148254676864,0,B,Medium-High,1,C,Medium-Low,-0.04798613922353798,1,C,High,-0.3807105349351475,1,A,Medium,-0.906548919404909,0,B,Medium-High,0
0,A,Low,0.6145026499176183,0,A,Low,-0.5291768598516859,1,B,Medium,-0.603798164552772,0,A,High,1,B,Medium-Low,1.2530088587757344,0,A,Medium-High,0.812389064224323,0,C,Medium-Low,-1.4250109783186324,1,B,Low,1
0,A,Medium-High,-0.6401704120497375,0,A,High,0.9637796012514236,1,C,Medium,0.4093423345307712,1,A,Low,1,A,Low,-1.0942294172120737,1,B,Medium-Low,-0.5916946611446953,0,C,Medium,1.8550311382202758,1,B,Medium-Low,1
1,C,Medium-Low,0.16974650285896772,0,A,High,-0.017814857081877883,1,B,Low,-0.05644619925070573,1,A,Medium-Low,0,B,Medium-Low,0.8380134873797492,0,A,Low,-0.5132638353229428,1,A,High,0.06524803292684815,0,C,Medium-High,1
0,B,Medium,1.967709558267494,1,B,Low,-0.3111907963323346,1,C,Low,1.248063962881772,1,B,High,1,B,Medium,-1.174269729598915,1,B,High,-0.039601884479627765,0,B,Medium-Low,-1.0021302260860363,0,A,Medium-High,1
1,A,Medium-High,-0.4374343432796614,1,A,High,-0.9402609900718498,1,B,Medium-High,-0.5714890555712459,1,A,Low,1,B,Low,0.2704922342727803,0,B,Medium,-0.29698820067049164,0,A,Low,-0.15912531071810918,1,C,Medium-Low,0
0,B,Low,-0.7725613096514871,1,C,Medium-High,0.35942473860837737,1,A,High,0.9202361058134577,1,C,Medium,1,B,High,-0.9577244143207919,0,C,Low,0.015717766387654653,0,B,Low,1.3148834824614009,1,C,High,1
0,C,Medium-High,0.24050822761555568,0,B,High,-1.435203464253978,1,A,Medium-Low,0.2130123853725358,0,A,Low,0,C,High,-1.6224747287428138,0,C,Medium-Low,0.9975501125538386,1,C,Medium-High,-0.48987526472989346,0,C,High,0
0,B,Medium-High,-0.18358568252445392,0,C,Low,-0.4693759576956708,1,C,High,0.2337345795616586,0,C,High,0,A,Low,0.1693174995180455,1,C,Medium-Low,-0.24468212538209183,1,C,Low,0.6064690204508759,1,B,Medium-Low,1
1,A,Medium,-0.47265194484447015,0,B,Medium-High,0.5831849428106358,0,A,High,-0.7655388846388755,1,B,Low,0,C,High,0.4792897622721901,1,B,High,-0.09943250394505845,0,B,Low,-0.47335820897428904,1,B,High,0
1,A,Low,0.57543927554637,1,C,Low,-0.01776213832280785,1,C,Medium-Low,-2.9216106399974646,1,B,High,0,C,High,-1.2689232601494076,0,C,Medium,-2.3021154921183853,1,B,High,0.6327488614560872,1,B,Medium,0
1,B,Medium,-0.3056937058623593,0,B,Medium-Low,0.4653038489088999,1,A,Medium-High,2.165177546672122,1,A,High,0,C,High,-1.1668709551086505,0,B,Low,0.4441771532613484,0,C,Medium-High,0.0035880238493931262,0,B,Low,1
0,B,Medium,0.10630253771384807,1,C,Medium,1.1342555671254604,0,C,Low,1.8348971239486351,1,B,Medium-Low,0,B,Medium,0.5394468464829242,0,B,Low,-2.1391986628871966,0,B,Low,-0.5106560849067238,1,C,Medium,1
0,B,Medium,0.555495485662399,1,B,Low,-0.3590706483615703,0,C,High,0.6802648738570395,1,C,Medium,1,C,Medium-High,0.2656971789353009,0,B,Medium-Low,-0.23025039343956827,1,C,Medium-Low,-0.5733403101514963,1,A,Medium-High,1
0,C,High,-0.08915125387590694,0,A,Medium,1.582368029039284,1,C,Medium,-0.4820799654389546,0,A,High,1,C,Medium-Low,0.009074707627205811,1,A,Medium,0.3312046980129186,0,C,Medium,-1.5815581292153362,1,C,Medium-High,0
1,B,Medium,0.9585814068535098,1,A,High,-0.5877197576214722,0,C,Medium-High,1.5368017737984738,1,A,Medium,1,A,Medium-Low,0.02865366750627345,1,C,High,0.6725033861163328,0,C,Medium,-0.3635317685975349,1,B,Medium-Low,1
1,C,Medium-High,0.40287955103552603,0,B,Low,-1.8029469373898384,0,B,Medium-Low,-0.34994561360112886,1,B,High,1,B,Medium,0.5798652147049862,1,A,High,1.0036812681712515,1,A,Low,0.1929299624470683,0,C,Low,0
1,A,Medium-Low,2.1840232416000176,0,B,Medium-Low,3.2009295031532505,0,B,Medium,0.15678520007478303,1,A,Medium-Low,1,C,Medium-High,0.2447857195702531,0,B,High,0.4256164086229215,0,A,Medium,-0.3429063612514705,1,B,High,1
1,B,Medium,0.35892143236693924,1,A,Medium-High,-0.6255701281929844,1,C,Low,0.7857355477749773,0,B,High,0,A,High,0.4927031515399877,1,A,High,-0.7290446642976256,0,B,Medium,-1.7542811480401979,1,B,Low,0
1,C,Low,0.04858371020021672,1,A,Medium,0.7615980245800299,1,A,Medium,1.1055822170165133,1,C,Medium-Low,0,B,Low,-0.5757149423464174,0,C,High,-1.4173068140057075,0,C,Medium-High,0.4080433473237958,0,B,High,1
1,A,High,0.944850532783014,0,C,High,1.6422344399408104,1,B,Medium-Low,-1.0485971117479396,1,A,Medium-High,0,C,Low,0.6003059734762228,1,A,High,-0.49474401436520343,0,C,Medium-High,0.12045872592746425,1,A,Low,1
0,C,Low,-0.3724100930830346,1,A,Medium-High,0.034399194755306575,0,B,High,0.4044042234051902,0,C,Medium-High,0,B,Medium,-1.8039584717173935,0,C,Low,-1.2488726261731018,0,B,Medium,-0.6608802714959987,1,B,Medium-Low,0
0,A,Medium-Low,-0.03021812481565244,1,C,High,-0.865689568939095,1,B,High,-0.8946155714903646,1,C,Medium-Low,1,A,High,-0.9344141375648551,1,C,High,-0.3252059532238398,0,C,High,-1.87316174129596,0,B,Low,0
1,A,Medium-High,1.5637361373320733,1,A,High,-1.6216111986603643,1,A,Medium-High,-1.2377575518384107,1,A,Medium-High,1,A,Low,1.4190293774166853,1,B,Low,0.12678863351604047,0,C,Low,-0.65876289986589,1,A,Medium,0
1,A,Medium-Low,-0.41061738816626175,1,B,High,0.5183741140840101,0,B,Medium-High,1.1492852982953108,0,C,Medium,1,C,Medium-High,0.9493399769954235,0,A,Medium-High,0.7349185624470908,1,C,Medium,1.5468859969410174,0,C,High,1
1,B,Low,1.0043490019548114,1,A,High,-1.0508336907962659,1,A,Medium,-0.36761195264985125,0,A,Medium-High,0,A,Medium-Low,-0.7342676774859893,0,A,Medium,1.8696771128824359,1,B,High,1.5356345063734294,0,A,Medium-Low,1
0,A,Medium-Low,0.5574734361696613,0,C,Medium-High,-0.07689391268325574,1,B,Low,-0.1923355325723592,1,C,Medium,1,C,High,1.1903150184253224,0,A,Medium-High,1.0867974387586068,1,B,High,1.321936164930367,1,A,Medium,1
0,A,Medium,-0.669321549302829,0,B,Medium,-0.23101557706093082,1,A,High,-2.004576339848226,0,B,Medium,1,B,High,-1.6156297003172069,0,C,Low,-0.2316203472644619,0,C,Medium,-0.563607809726013,1,A,Medium-Low,0
0,A,Medium-Low,1.6330763755023943,1,A,Medium-Low,-1.2374792556848975,1,A,Medium-Low,1.6555124237170074,1,A,Low,0,A,Medium-High,-0.6106275973371804,0,A,Medium-High,-0.28112342429442916,0,A,Medium,-0.48812033365541724,0,B,Low,1
0,A,Low,0.11768441134589337,0,A,Medium-Low,-2.4335850999395285,1,C,Medium-High,0.16431334519524482,1,A,Medium-High,0,B,Low,-0.7232822454412283,1,C,High,1.332750873239008,1,B,Medium-High,0.25888673753081387,1,C,Medium-Low,0
0,B,Medium,-1.0924696735908261,1,C,Medium-High,-0.8558708114211075,0,B,Medium,0.9088016303370557,0,B,Medium-High,1,C,Medium-High,-1.7382200604065192,1,C,Medium-High,0.1254632406633264,0,B,Medium-Low,-0.8181031315291221,1,B,Low,0
1,B,Medium,-0.0826178837353718,1,C,High,-0.21742802917279813,0,C,Medium-High,0.001720264000770156,0,B,High,0,B,High,0.6660574242858477,1,B,High,0.00973577174988276,0,B,Medium-Low,1.263209157126106,1,B,Medium-Low,1
1,B,Medium-Low,0.5662248526099853,0,A,Medium-High,-0.6864565809451869,0,C,High,-0.918292149317863,0,C,Medium-High,0,C,Medium-High,-0.3930385452093313,1,A,Medium-High,1.1759330457088746,0,B,Low,-1.4919767502286916,1,A,Low,0
1,B,Medium-Low,0.29590216006282644,1,B,Medium-Low,-0.757226050477637,0,B,High,-2.306594619238792,0,B,Low,0,B,Medium-Low,-0.38056482048928497,0,B,High,-0.7740255654487114,0,C,High,-0.9678245974563588,0,C,Low,0
1,A,High,-1.8820206605712753,1,B,Medium-Low,-1.4696628253266861,0,B,Low,0.9943423507593353,0,A,High,0,B,Medium-Low,-0.061078657425367604,1,C,Medium-High,1.7375402887451399,0,A,Low,0.0996515424442013,0,A,High,0
0,A,Medium,-0.7288998750924492,1,C,Medium-Low,-0.5546679346378645,0,B,Medium-High,-0.2871477999931145,1,A,Medium,1,C,Low,0.6332891371914157,0,C,Medium,0.9560991109249062,0,B,Medium-High,-0.4838189178963451,0,B,Medium-High,0
0,A,High,0.7363658874565704,0,C,High,-0.5691091353278611,1,A,Medium-Low,1.3310862384634823,0,C,High,1,B,Medium-High,1.7425781603402803,0,B,Medium-High,0.8590697673526416,0,B,Low,0.7352815164437345,1,C,High,1
1,C,Medium,-0.268052418884683,0,C,Medium,-0.3666482159858567,0,A,Medium-Low,-1.073483857596248,1,A,Medium-High,0,B,Medium,-1.0795554870874742,1,A,Medium-High,0.43016085623710876,1,C,Low,0.40689425283871955,1,B,High,0
1,A,Low,-1.8302857394883192,1,B,Medium-Low,1.2273222592843884,0,A,Medium-Low,0.08531294101861334,0,C,Medium-Low,1,A,Low,-0.1979865227220059,0,C,Low,0.2686651832408859,0,B,Medium,0.27046236020151665,0,A,High,0
1,B,Medium-High,1.2063291958666256,0,C,High,0.31176559572093737,1,A,High,1.9589721957534088,1,B,Medium-Low,0,B,Medium-High,1.6405301140704447,0,B,Medium-High,-1.229497581837799,0,C,Medium-High,0.9595741096302425,0,C,Medium,1
1,C,High,1.4560198470471106,1,C,Low,-0.3228135269497849,0,B,Low,0.2478250833278473,1,B,Medium-High,0,A,Low,-1.0866330609671824,1,B,High,0.11513169203040013,1,B,Medium,1.1449400650230186,0,A,Medium-Low,1
1,C,Medium,-0.9642300954435422,1,C,Medium-Low,-0.4539901082111172,1,B,Medium-High,0.43686623579662215,1,A,Medium,1,B,High,-0.12841363350084978,0,A,Low,-1.1871881272490012,0,A,Medium,1.1179019626554312,0,C,High,0
0,A,Medium-High,0.6862749822855524,0,A,Medium-High,-1.3631775990965254,1,A,Medium,-0.7740208127673763,1,B,Medium,0,A,High,1.3904365770751828,1,A,Low,1.7395144451068527,1,B,Low,-1.2761132219001472,0,B,Medium,1
1,B,Medium-High,-0.08109109372261425,1,C,High,0.5729272018596069,0,C,Low,-1.5649372913742599,1,B,Medium-Low,1,A,Medium-Low,-0.676778736856229,1,C,Medium-High,0.5715034322372452,1,B,Medium-High,-0.8289743060438579,1,A,Medium-High,0
1,A,High,-0.9937586430495248,0,A,Low,-0.7946452212549864,1,C,Medium-High,-1.1894897627429382,1,B,Medium-High,0,A,High,-1.1216419721686575,1,B,High,-0.10999886817031983,0,C,Medium-Low,-2.13019837559604,1,C,High,0
0,C,Low,1.2092744732492686,0,C,Medium,-1.654675039534692,0,C,Medium,-1.0489407934617316,0,B,Low,0,C,Medium,-0.6448127964446071,0,B,High,-1.1072598326573242,1,A,High,-0.9276091740441411,1,A,High,0
1,B,Low,0.9163515767981206,0,B,Medium-High,-0.810511469145364,1,B,Low,-0.04586160175877558,0,A,Medium-High,0,C,Medium-Low,-0.8084833192069786,1,B,Medium-Low,-0.24964463262345687,0,C,Medium-High,0.0881630726643807,0,C,Medium-Low,0
0,C,Low,-0.619994505855974,0,B,Medium,-0.7695335620121804,1,B,High,-0.7207334805828485,1,C,Low,0,C,High,-1.0141117051474982,0,C,Low,-0.507144714532105,1,A,Medium-High,1.2911026994435897,0,A,Medium-Low,0
1,B,Low,-0.5367486747504939,0,C,Low,0.8011440069175154,1,A,Medium,0.24306047224347832,1,B,Medium,0,C,Medium-Low,-0.08776336693113129,0,A,Medium-High,1.897009962171095,1,A,High,0.01375025327539029,0,B,Medium-Low,1
1,B,Medium-Low,-0.3154910133537503,0,A,Medium,0.004586182190740957,0,C,Medium-High,-0.6988458830790647,0,C,Low,0,A,Medium-Low,0.357670824810083,0,B,Medium,-0.7133570161095079,1,A,Low,-1.195554668553936,1,B,High,0
1,C,High,1.8160450462566566,1,A,Low,-0.2170690215688471,0,A,Medium-High,-0.24182718261971436,0,B,High,0,A,Medium,1.2524114616683424,1,C,Medium-Low,-0.49206686252866977,1,B,Medium-Low,0.07540751613097901,1,B,Medium-High,1
1,C,Medium-High,-1.7567622793975404,0,B,Medium-High,-0.5435047220002319,0,A,High,-0.2274099298080254,0,A,High,0,B,Medium-Low,-0.875280664485801,0,A,Low,-0.28003009040450383,1,B,Medium-High,0.5866078056727491,0,A,Medium-Low,0
0,B,High,3.120464516685699,0,C,Medium-Low,1.0644288061495475,0,A,Medium-Low,-1.5413810351313113,0,B,Medium,1,B,Medium-Low,0.22997576974113923,0,B,Low,0.3485855355767837,1,B,Medium,-0.13753200470104793,0,C,Medium,1
1,A,Medium-High,0.6297000223794914,1,A,Medium-Low,-0.31922793176559516,0,B,Medium-High,0.7824242272114155,1,B,Medium-High,1,B,Medium-Low,-0.23166827490384032,0,B,Medium-Low,0.7794652127074195,0,A,High,1.4541165329444574,1,C,Medium-Low,1
1,B,Low,1.1609136454239273,1,A,Low,0.0017531186769596237,1,C,Medium,1.0931750456941973,1,A,High,1,C,Medium,0.12903131357205416,0,A,Medium-Low,0.9805196209344254,1,B,Medium,-0.2354499647674428,0,C,Medium,1
1,B,Low,-0.05694673645005744,0,C,Medium-Low,1.3464968076999517,0,C,Medium,-0.8079749359321685,1,A,Low,0,C,Low,-0.027799175962525652,1,A,High,0.3437380403053039,0,A,Medium,1.17714450593808,1,A,High,1
0,B,Medium-High,0.2980791859824905,1,C,Low,0.5639472898542168,0,B,Medium-Low,0.02988292987120114,0,A,Medium-High,1,A,Medium-High,-0.7986029640466186,1,B,High,0.6170761149386133,1,B,High,0.09266370504315163,1,B,Medium,1
0,B,Medium-Low,-0.030675176700757548,1,A,Medium-Low,-0.881545033993627,1,C,High,0.742663444964603,0,B,High,1,A,Medium-High,-1.1965155693031522,1,B,Medium-High,-0.8473039202987136,1,B,High,0.3741143824776298,0,B,Medium,0
0,A,Low,-1.042281208929495,0,C,Medium,0.18594129726533767,0,C,Medium-High,0.7926940958126212,1,B,High,1,B,Medium-High,-1.256552637045723,0,A,Medium,1.0047484722242834,1,C,High,0.09331041004588556,1,A,High,0
1,B,Low,1.2020398584082688,1,A,High,1.106183104734477,0,A,Low,-0.5892037974452297,1,A,High,0,A,High,-1.369188638238725,0,B,Low,2.419294047574327,1,A,Medium,-1.4166287754429572,1,C,Medium-Low,1
1,A,Medium,-0.23255592176010215,1,C,High,-0.32594649922720875,1,A,Low,1.0573760194711606,1,C,Medium,1,A,High,0.20473182078460186,0,B,Low,-0.0553633086383396,0,C,Low,-0.11423465892149474,1,A,Medium-Low,1
1,B,Medium-High,-0.42194868870403485,1,C,Medium-High,-1.6956437477988684,1,A,Low,-1.5758299466627783,1,B,Low,1,A,Medium-Low,-0.12956243352771055,0,A,Medium-High,-0.38242002230282657,0,C,Low,1.7299276369116532,1,C,Medium-High,0
0,B,High,-0.03799139657663263,0,C,Medium-Low,0.1879100431924652,1,A,High,0.5134938922522905,0,B,Medium,0,A,Medium,-1.0199453642557528,1,A,Medium-Low,-0.10467124975412072,0,A,Low,-1.0210736150866053,1,A,Medium,0
1,A,High,1.731015160845646,0,C,Medium-High,-1.5311784647226943,1,A,Medium-Low,-0.08878894412121728,1,C,Medium,0,A,Medium,-0.9339942054058442,1,C,Medium,-2.347137975760948,1,A,Medium-High,-0.7813776960332259,1,C,Medium-High,0
0,C,Low,0.10820748172657503,0,B,Medium-High,0.2608283798772935,1,B,Medium-High,0.21765173504647103,0,C,High,1,A,Medium-Low,1.4421841304332417,0,C,Low,-0.06714031536756926,1,C,Medium-High,0.7749160504706568,0,C,Low,1
1,A,Medium,-0.23173104850933635,0,B,Medium-Low,0.49996092311362217,1,A,Medium-High,-0.020397572777289447,0,C,Medium,1,C,High,0.932162924394931,1,A,Medium-High,-1.1559678957032082,1,B,High,-1.1410581131014916,0,B,High,0
